Temperature_C,Humidity_Percent,Fire_Intensity_Percent,Target_Output,Fuzzy_Prediction,Fuzzy_Error
32.25582568249693,72.3037841249978,96.429676760208,67.5861486044002,75.16771647803358,-7.581567873633389
28.254644792851217,78.180051595339,100.0,70.19528657679366,50.0,20.195286576793663
31.199149768436293,69.48420380413012,94.66461609338442,65.2102620793405,75.00000000000009,-9.78973792065959
26.946653603743915,68.47049426316087,91.4887386914178,63.08927916480943,50.0,13.089279164809433
28.29366043269272,73.23784822632997,93.83593750491438,64.97128610652952,50.0,14.971286106529519
31.427247789860882,75.40546463164839,87.25929405507236,65.56153712644328,75.77587262599289,-10.214335499549605
32.59339216350618,77.01448035713027,91.93756005084948,68.77529397674803,76.50792901465181,-7.732635037903776
31.541557026626,70.28347036022441,93.4432903387382,65.76581531466746,75.0,-9.234184685332536
31.049300103658453,74.59253769799503,93.33101744915552,66.56457907547828,75.53492236345174,-8.970343287973463
30.759567285627515,70.93633606327302,96.36644607174165,66.73655483681074,75.06489226320717,-8.32833742639643
28.48529766400005,70.22838827278116,92.77947864199311,65.18539799154703,50.0,15.185397991547035
30.082596407490954,73.09074946571177,100.0,66.21113742995452,50.0,16.21113742995452
30.68031402428263,72.08937704588892,96.64081888098403,68.19116475489147,75.29803005301996,-7.106865298128483
33.794493774400145,65.09505860696123,96.86108684154463,64.89844288888685,74.99999999999997,-10.101557111113124
32.44548222484723,73.94491946584023,95.82667735253993,68.48510559279246,75.54947006470852,-7.0643644719160505
28.30948788552731,73.34592137173148,97.98048379480828,68.42260697643849,50.0,18.422606976438487
32.56037267779563,67.01864264670516,100.0,65.2038951647903,74.99999999999999,-9.79610483520969
31.217978587099317,69.77180844354154,94.27798118045305,64.84807030525478,75.00000000000004,-10.151929694745263
30.70952740684471,69.75498834238067,95.27906127063288,65.41002324431985,75.00000000000001,-9.58997675568017
33.361230192053355,68.74290115761076,96.84256331071091,65.77454499274916,74.99999999999994,-9.225455007250787
34.273649024709215,65.99747798144915,92.80072238375942,66.25623919095706,74.99999999999996,-8.743760809042897
34.147237068880735,65.32061787232249,95.01460689008508,64.02002824279194,74.99999999999996,-10.97997175720802
30.678511565835176,66.9455507569889,96.47478760829196,64.36866327554684,75.0,-10.631336724453163
31.810023137816486,70.22680505108514,100.0,67.83811799338197,75.00000000000001,-7.161882006618043
33.161696211674915,68.02555312942152,99.54747045554883,65.82082172585964,74.99999999999994,-9.179178274140298
34.52019005446481,64.96882365294566,99.30097927649028,65.73819954870852,75.00000000000003,-9.261800451291506
31.67987970293777,68.08150577311567,100.0,67.05401948137778,75.00000000000007,-7.945980518622292
32.33522559272779,56.906403503869925,97.9769291933545,61.52334743299014,75.00000000000001,-13.476652567009872
30.56136514509307,68.58387866749867,100.0,66.50857415162744,74.99999999999996,-8.491425848372515
30.448278892571352,59.60396866142991,98.03450683792187,61.857091071271554,74.99999999999997,-13.142908928728417
34.53155578672279,63.42134359386772,99.43975885530072,64.04546152097338,75.00000000000001,-10.954538479026638
35.68394074055806,60.835290897185466,95.9584905931883,64.14843897033734,74.99999999999994,-10.851561029662605
32.891531244081875,59.99601780100356,88.42579925128314,62.148539340658175,74.99999999999993,-12.851460659341754
35.10583220824444,67.04848144279002,97.51585954827463,66.62430173485518,75.00000000000001,-8.375698265144834
33.88436750680126,61.84906322782416,100.0,65.13019966041759,74.99999999999994,-9.869800339582355
31.932289248576208,63.978120784004204,100.0,65.8636578432914,74.99999999999999,-9.13634215670858
34.005847806257265,62.48461587874439,100.0,63.92627019682823,75.0,-11.073729803171773
36.418742524808124,63.74364430510056,100.0,68.12559513761227,74.99999999999996,-6.874404862387692
33.32970563706702,62.2305569386511,97.47482722987378,64.33591143196549,74.99999999999994,-10.664088568034458
36.58839959097134,57.839158704160255,97.6650450497522,65.04355377297027,75.00000000000003,-9.956446227029758
28.276433737483337,64.36550397566026,94.14173059419551,61.73861789424377,50.0,11.738617894243767
35.21558873380603,59.58457521496966,95.06570675353572,64.73628065474821,75.00000000000004,-10.263719345251829
33.80077691542313,56.085863208642586,98.4919918080676,62.89733139453903,75.0,-12.10266860546097
33.0825977198435,59.16169894292167,100.0,64.14249897897407,74.99999999999999,-10.85750102102591
33.9170856704387,64.63947988168219,94.81332434049148,64.70893941030508,75.00000000000004,-10.291060589694965
29.810391661087415,62.37979125056176,93.2139924018019,61.610703101017045,50.0,11.610703101017045
33.39715654149361,58.47591331189638,94.64244375770603,63.00277707299231,75.00000000000001,-11.997222927007705
34.600693676023326,58.16770708603619,96.65288500342727,62.78351630809771,74.99999999999997,-12.216483691902262
36.89121432090069,57.94510080154902,88.06272052407125,58.697151070524036,75.0,-16.302848929475964
32.946825229401696,64.83573926897532,84.22607628055887,59.9689796988713,75.0,-15.031020301128699
32.41329204545208,59.44780282703529,90.76412496885926,60.546500482914766,75.00000000000004,-14.453499517085277
33.07264547707958,59.28968237489891,87.6219508228922,60.23425082311665,74.99999999999997,-14.765749176883318
35.9518035808388,60.789076423632935,89.99407801676958,62.04280655983579,74.99999999999999,-12.957193440164197
34.82229371921204,58.11441751108115,90.9409303279524,62.19370500837545,75.0,-12.806294991624547
33.14800869094862,56.32195040947439,89.20831966508014,57.284576806559755,75.00000000000003,-17.715423193440273
35.275740245151596,56.21230425898243,96.30457824706305,62.10260518776253,75.00000000000004,-12.897394812237515
34.483968845565556,56.29012424174928,91.2595089362378,58.42111380585356,75.00000000000004,-16.578886194146484
36.26663775800605,56.09817968149475,90.59697935434033,61.25806930178598,74.99999999999993,-13.741930698213949
32.963695025996564,58.099044240388956,91.31150537615092,60.42771910235783,75.00000000000004,-14.572280897642216
33.74984367970094,55.77973980284605,83.68030370711611,57.96055010920765,75.00000000000004,-17.03944989079239
33.65722583564827,57.53105247315714,91.79073771815143,59.782927094813004,74.99999999999994,-15.217072905186939
31.549588084950294,54.80174216531813,86.71592200437676,58.67981482458312,74.99999999999999,-16.320185175416867
35.10293047913279,54.9921324746597,89.07197202223217,60.29104840433222,75.00000000000001,-14.708951595667791
35.06576312650803,48.475580698741766,81.46042870411843,54.93163413169653,75.00000000000006,-20.068365868303523
34.585727650321786,56.93478773579261,78.87773220218102,56.683435803204446,73.12382824983251,-16.440392446628067
34.13705508365293,54.94260320598278,87.69670872048428,59.10702770892941,74.99999999999994,-15.892972291070535
31.805092076023,56.616257007519174,85.25102339732035,57.05644487702333,75.00000000000001,-17.943555122976683
33.82301803645643,44.65434972402786,79.44565315943444,52.69789690739911,50.0,2.6978969073991124
34.006221177381335,59.33097359775192,78.87231357593575,59.24543075941981,72.92011915481916,-13.67468839539935
33.11329928083151,52.371702539149496,86.13884438047914,57.794934674032184,75.00000000000003,-17.205065325967844
34.420343939033145,55.84157370192546,76.1550367730292,54.779641224581475,70.76829848208861,-15.988657257507136
35.5749325879002,49.1258364531365,86.74880827049468,56.70887415604616,74.99999999999996,-18.2911258439538
38.561968373312816,53.81442304148837,75.831337943918,54.55061956800594,75.00000000000003,-20.449380431994086
35.16036447572268,48.548462472518594,81.23379040862567,54.91002176548762,75.00000000000001,-20.089978234512394
35.34676507355317,49.57211316853921,76.60327863069263,53.86446179155197,75.00000000000003,-21.13553820844806
34.70206782888399,56.922370029797435,79.55959594239881,55.17763080377165,74.24279369174049,-19.06516288796884
31.031549471321625,50.347271349192674,74.19148857785144,50.54403611051663,57.086307799822364,-6.5422716893057355
34.833030396693125,51.312887710763015,74.93032153786045,53.17102176792751,72.99252057200493,-19.82149880407742
35.02231613278075,53.014331717702234,74.95161858760305,53.89705335605521,74.92272556710154,-21.025672211046327
39.84296632319634,51.63702309784996,69.9789950090314,52.3919207033895,75.00000000000006,-22.608079296610555
34.54521305970849,50.34943274533301,76.14465730481736,53.735712936843136,69.75996773920275,-16.024254802359614
35.54530694207833,50.74364716294883,70.31639437609283,52.30744286957139,75.00000000000001,-22.692557130428625
34.88388842063019,56.61202803050416,70.63747608065543,54.10695143060883,73.41126813505049,-19.30431670444166
32.625876265637935,48.984410076098094,66.75231145626513,48.65142884685179,62.500000000000036,-13.848571153148242
37.2576174592692,49.518555561984655,59.65388406036426,49.929579807100474,50.0,-0.07042019289952606
36.4833951106698,51.82775861915622,68.30876671798637,53.82415910934763,74.99999999999997,-21.17584089065234
36.567966684372195,51.75549318367643,77.8896227545826,54.555912621310476,74.99999999999994,-20.444087378689467
33.17231714711504,51.765746680557086,70.54096243379878,51.20811562934216,62.65372297026799,-11.445607340925832
37.80068464533705,49.88924430084588,66.48646707195532,51.73305090093806,75.00000000000003,-23.266949099061968
32.19421193144335,44.3151309051734,64.67096704987975,46.427576676719305,50.0,-3.5724233232806952
36.17325989910274,52.418262606226286,64.96995444433706,51.170872144859224,75.0,-23.829127855140776
39.380901980334436,43.85552034118558,66.2251474231474,49.96367610924346,50.0,-0.036323890756541743
33.01817638798924,47.981852921765444,58.46950051272354,44.72968815141272,50.000000000000014,-5.270311848587298
33.86472529826118,44.59334538333796,66.80610120979824,49.35688843060568,50.0,-0.6431115693943212
35.19350892164588,46.44885516036091,64.36686500112285,48.52033476530433,74.99999999999997,-26.479665234695645
33.98295452484103,47.41555956079545,63.535550786652415,47.81028227320403,62.50000000000001,-14.689717726795976
31.88309350057956,47.18428451295701,61.575601082862164,46.82208802599387,59.91213038204775,-13.090042356053878
35.11487659795223,47.279887152046165,59.06095514142487,47.127133737652116,50.0,-2.872866262347884
32.84529031784107,50.65217481412822,60.83710049302187,46.63438586546525,51.73975840049341,-5.10537253502816
35.90804775738975,46.97159625751737,59.67893047131582,48.95967019907185,50.0,-1.0403298009281485
33.111799061915974,44.68154367465519,55.064853400381025,44.366938840821796,50.0,-5.6330611591782045
38.03912207447665,48.11239436216536,53.359745534660284,47.1076201580546,50.0,-2.8923798419453988
33.360175316511516,48.59779332740577,55.23897570385909,46.97041240764753,49.99999999999997,-3.029587592352442
34.268812397339694,41.158967327237704,60.209754972785355,43.78599468437229,50.0,-6.214005315627709
36.52505045995719,46.44958948504163,48.24455698968867,44.484189927945636,50.0,-5.515810072054364
32.420197415382354,46.579724773553664,46.5238397818715,42.047459977698836,50.0,-7.952540022301164
35.319587913939564,43.40558074411561,52.25203805922025,44.48049086481068,50.0,-5.519509135189317
37.46053025392323,48.25073199247584,51.0021471569503,43.711868599900896,50.0,-6.288131400099104
31.61169259608874,43.502088316594936,50.70455753424921,41.99661606549809,50.0,-8.003383934501912
35.17518182035513,44.1609583034375,50.20703141145535,42.676226635134185,50.0,-7.323773364865815
35.30377873052467,43.10034426210051,47.56630590527093,42.53342604621304,50.0,-7.466573953786963
36.324605390320514,43.50501065148529,53.65476361634598,44.86585914996226,50.0,-5.134140850037738
32.262855843454375,40.011570523682146,40.536612051712396,37.13684268320086,50.0,-12.863157316799139
32.07049660068489,38.825798894708356,42.88029985900568,37.30338463161447,50.0,-12.69661536838553
35.728804473599965,47.778480410172136,45.044883451335366,43.23283317299212,50.0,-6.767166827007877
35.25126534943199,40.30657666367721,38.158722645270316,37.24898483656637,50.0,-12.751015163433628
35.129523880442584,39.7292842978543,43.31199627270936,40.26615346053943,50.0,-9.733846539460572
35.29154884200535,36.10281957717381,49.9559840599157,39.64618050099839,50.0,-10.35381949900161
33.207594018350406,40.50918340734599,42.69947818488573,36.0688068045876,50.0,-13.931193195412398
35.00002359604325,38.32344982805204,42.85608251643492,38.31138970834246,50.0,-11.68861029165754
35.08842067367871,47.089008171574456,36.22185526068618,39.190142228095276,50.0,-10.809857771904724
33.039224461104986,45.06627089821421,38.138556029216105,37.748566690921066,25.000000000000007,12.74856669092106
38.16402536911933,39.8498589491541,38.45731051850262,37.68891770772565,50.0,-12.31108229227435
35.343594327250116,48.55276055514332,38.05428395357647,41.54987617813828,50.0,-8.450123821861723
31.97568250143345,44.625564360897876,43.83206016836662,41.9211893735474,50.0,-8.0788106264526
35.632672550871824,40.594278342116354,40.330211979408894,39.339761169795736,50.0,-10.660238830204264
32.330398785510475,33.962767414329626,33.06152163344738,32.59617970320346,25.000000000000007,7.596179703203454
35.813055378383915,48.22974887167654,37.9155330743295,41.866380279655345,50.0,-8.133619720344655
36.51413509413657,37.08788134294592,38.35911875412357,36.83803838143742,50.0,-13.161961618562579
32.51257742136111,36.223836959879776,40.37839607755216,35.66222646446275,50.0,-14.337773535537252
36.036639599312196,44.134951101836066,41.60666461582332,39.79260903704209,50.0,-10.20739096295791
34.89034860895659,48.29749045992735,30.706234428466097,37.24614228844603,37.50000000000003,-0.25385771155399794
35.66276775700397,45.0458460449097,31.020961462510733,37.63353347725885,50.0,-12.366466522741149
37.765062652452386,42.5033636932802,28.74778481733144,37.113253208167365,50.0,-12.886746791832635
33.432505737194354,42.51833537550669,32.37188913063759,36.65202894053736,24.99999999999998,11.652028940537384
32.36659858021517,43.220594590667176,34.71967461607703,36.99815286720717,25.000000000000025,11.998152867207143
32.04482243364562,42.86726045919136,36.36647403138902,36.72454706249015,25.000000000000004,11.72454706249015
32.14101049731245,41.36803800482596,31.69306032277131,36.30568263964048,24.999999999999996,11.305682639640484
33.56621491760991,40.77492880021636,30.314236812789492,34.15697511925978,24.999999999999986,9.156975119259798
34.349525311624355,40.216290404464225,31.81464482630193,36.71179511700706,25.000000000000018,11.71179511700704
34.16643015980701,38.08781208340027,27.498428971184865,32.73236555373095,25.00000000000001,7.73236555373094
35.21227500362561,39.45721704516395,38.846112028411845,37.24796769032378,50.0,-12.752032309676217
33.52781370366105,35.17381660761318,23.72399418088863,29.778283817794502,25.000000000000004,4.778283817794499
36.35182983487727,39.91502865925617,30.578150646445327,35.54360346121361,50.0,-14.456396538786393
32.85745914767212,37.205557169394375,37.63616493403598,37.00562255074816,24.999999999999982,12.005622550748175
38.7681908292964,36.825774078288916,29.289614036955705,35.66327917963515,50.0,-14.336720820364853
34.51934474483739,40.64537011487278,28.24116551180386,36.06472323496953,25.000000000000004,11.064723234969524
31.492939829629947,44.25477912633077,27.32877712022283,35.87056928142208,25.00000000000003,10.87056928142205
31.00381179261244,42.81074992436296,27.81264538539547,33.66556729461719,24.999999999999993,8.665567294617198
34.04799017464951,35.3252730025564,33.81974957618787,34.159641901946216,25.0,9.159641901946216
32.572684935479074,37.05281498912758,19.293604087724898,29.600813573494765,25.00000000000001,4.600813573494754
34.383303299982046,42.83288981190963,34.1060853778304,39.01054743214662,25.000000000000004,14.01054743214662
33.83660618566113,37.05594494012282,22.12646191792186,30.41450976069771,25.00000000000003,5.414509760697683
32.67844886689447,39.326293701581655,26.62428862913692,34.41503641883119,24.999999999999996,9.415036418831196
31.063652589620176,41.65109114606313,25.861209496711346,34.630848954433475,24.99999999999999,9.630848954433485
29.65984706795987,37.10059873103986,29.838373648548604,34.51932590908458,25.00000000000001,9.519325909084568
31.727991974589873,40.33041066669907,21.016311056756475,31.545768583454038,24.999999999999986,6.545768583454052
34.264489540298435,36.02481315313017,29.200799876384664,34.16183424583716,24.999999999999993,9.16183424583717
32.90975019430251,38.23934363810789,35.41126767816425,38.073694653522026,25.00000000000003,13.073694653521997
29.91916768087404,41.02329812715072,21.841826783668274,31.319975913289284,24.999999999999986,6.319975913289298
32.685312621242566,35.309422456992266,28.052357230652177,30.810029690832966,24.99999999999999,5.810029690832977
33.03712540329055,41.43822091355253,24.663060362802625,32.0053340613412,24.999999999999986,7.005334061341216
30.425561453986276,40.090213561624225,29.050359946662034,34.591573873705514,25.000000000000025,9.591573873705489
32.42676961364491,41.84285918148904,27.47749681032691,32.82527339172859,25.00000000000001,7.825273391728576
32.16104900886861,40.89732044364877,24.907220450763145,33.107089962411116,25.000000000000018,8.107089962411099
29.68328405909299,44.36210805900066,29.51497104577774,35.94163294210044,25.00000000000002,10.94163294210042
32.60868530226036,40.693382029823645,34.88911164883512,36.71186743408801,24.99999999999999,11.711867434088024
32.937870448510644,39.081419078100964,27.034125390348837,34.0496112470824,25.000000000000014,9.049611247082389
33.904911737091,40.79235260063857,30.820426877953555,35.956832480569645,25.000000000000018,10.956832480569627
33.76825051195068,42.115066946208856,22.929428893369995,35.13419641339314,24.999999999999982,10.134196413393159
28.82648649882266,40.69534476690277,24.4551985592604,31.310327043447227,24.999999999999986,6.310327043447241
29.626708123185676,40.738000193651544,30.366105825169093,33.61604912350852,25.00000000000001,8.616049123508507
32.452328421035844,38.581568813879706,34.62539939560359,34.783286425272884,24.999999999999996,9.783286425272887
32.369108861472775,38.77400679043687,30.340554942867275,35.15269366933938,24.999999999999975,10.152693669339403
32.290303567019144,36.63389440870566,27.911530463955643,33.61450656116976,25.0,8.614506561169762
38.8837474406826,46.17326364979513,29.42285652771373,39.412511969755464,50.0,-10.587488030244536
32.237559738552406,37.27957632036537,24.70201766415967,33.1771974158497,25.00000000000001,8.177197415849687
33.283835302856154,39.022878741937625,32.41544880215231,34.14089586090121,24.99999999999998,9.140895860901232
32.8370770470795,39.040582241604966,33.83598157017144,37.2853745933684,24.999999999999982,12.28537459336842
32.14768294524967,43.97855335973206,28.82280452840209,37.405806207700614,25.0,12.405806207700614
30.12965961937728,40.510658369642336,29.090490544607633,34.70593039429815,25.00000000000001,9.70593039429814
32.19291836141054,45.24419568711685,32.388354503454615,39.25385904307735,25.000000000000014,14.253859043077334
29.0436089327548,39.58967786285934,29.94653729817041,31.876291806743524,24.999999999999993,6.876291806743531
30.029412782778515,42.560013415312966,31.81154647418389,35.05184500695126,24.999999999999993,10.051845006951268
29.4456383687772,39.3335540275157,40.87139562340281,36.09322834797833,50.0,-13.906771652021668
30.49296776104342,48.39527145115517,31.894284040936434,38.79576344481337,34.0019428316529,4.79382061316047
34.87094297203616,38.520903289611525,31.872018852151363,34.38110912349872,25.000000000000014,9.381109123498703
26.419068008264045,43.14066115417436,31.150978099096918,35.28477344321552,24.999999999999996,10.284773443215524
31.437671455691543,44.24363596688005,37.16610314874217,39.64912291207885,24.999999999999996,14.649122912078855
26.750866135626975,43.71839399615323,33.924695477846,36.385228982587186,25.000000000000007,11.38522898258718
28.943189130113453,42.05938887407288,32.524059060914546,35.54768103059905,24.999999999999986,10.547681030599065
31.975331340985612,42.36758678978568,40.89005620618779,37.818777639165546,50.0,-12.181222360834454
29.836003953085545,43.03379979833036,41.77749121518641,37.850717503688365,50.0,-12.149282496311635
27.46161884769618,42.610172332920236,34.20218774603488,36.792829816584074,24.999999999999996,11.792829816584078
28.09583048810843,46.09510155924939,29.652695386432164,36.54194738996727,24.999999999999986,11.541947389967284
30.79464226858573,49.99076790447256,41.67365368071209,41.69777642720082,49.99999999999996,-8.302223572799136
27.883416129719606,41.84588241371288,35.43918782233625,35.31722460533602,25.000000000000004,10.317224605336019
29.68547739889585,39.57150669386968,41.8832701407415,35.2734190663277,50.0,-14.726580933672302
29.25183742221932,43.582000625069234,31.391947722818287,34.55508337485453,25.000000000000004,9.55508337485453
27.765363801820126,51.75525293931454,43.4024589867768,43.96386709944461,49.99999999999996,-6.036132900555344
33.264075239658446,41.7776996128587,35.55477152030201,36.07627830212915,25.000000000000007,11.07627830212914
30.151414095662215,49.28196504782573,43.89715494325663,42.116836552027024,49.999999999999964,-7.88316344797294
24.740460947416057,49.57687348184696,41.61264162079604,40.744124136397616,43.748529584281506,-3.00440544788389
29.070620587945477,43.065399468476556,38.327611879904474,36.190706859743315,25.00000000000001,11.190706859743305
27.280915355114285,46.61871447131495,41.10896744048788,39.34916110198771,49.99999999999998,-10.650838898012267
30.215956519641832,49.9857346622188,46.081602396328705,43.82147707718934,49.99999999999999,-6.17852292281065
26.832489955973028,44.155089777669794,44.36414131552964,39.03352461442597,50.0,-10.966475385574029
28.09435495363495,44.87677840845468,46.88701252623443,43.31352466300945,50.0,-6.686475336990547
29.239968445723186,43.94061065358236,53.06802240273924,40.60004225709347,50.0,-9.39995774290653
29.867554821906566,42.84257317824408,39.521833007423275,39.01257414998046,25.0,14.012574149980459
25.641401525292853,44.14322494438256,52.86736431665611,41.037117992941255,50.0,-8.962882007058745
27.278856014942182,42.62644291053263,47.43836071653269,40.23766233849219,50.0,-9.762337661507807
26.903761147820383,46.61067938302878,44.05046359309581,40.37184632718562,49.99999999999997,-9.62815367281435
26.452730630941208,44.41160043469384,42.950778025212045,37.85253657361351,50.0,-12.147463426386487
31.1959938600089,47.63886117808552,48.1432825489817,43.086323786390736,50.00000000000002,-6.9136762136092855
28.38071896361614,42.48865780958754,53.21492307602445,39.61625428432891,50.0,-10.38374571567109
24.95464659977189,48.37065011417145,49.64703915702019,42.332013273277596,43.62490605091155,-1.292892777633952
29.21780110118175,50.10304926199707,56.83065019877362,46.15391356077596,50.000000000000014,-3.8460864392240524
31.53207095840188,41.84846118469344,45.60953179649227,40.52052546898872,50.0,-9.479474531011277
29.258404025296958,49.18176038250023,51.993019872073745,45.106249647298455,50.00000000000005,-4.893750352701595
24.060497013144044,51.975200656078634,47.65740848797819,42.67307175297783,42.56453879549106,0.10853295748677283
26.03659565206785,44.8985172691561,54.7451113420463,42.342008425694964,50.0,-7.657991574305036
29.444791261630726,53.78301055060401,57.45926059144328,46.703351439502505,49.99999999999997,-3.2966485604974665
25.401628398612637,50.262772266352876,52.84684906074307,42.86743138069881,49.938148228520596,-7.070716847821785
27.610712627550665,47.13363226100525,44.72781819000019,41.74174676984469,50.00000000000004,-8.258253230155354
28.17857125091945,49.32680548532037,56.55137213124964,46.58604061448485,50.00000000000002,-3.41395938551517
24.68180934222982,51.416991809632925,58.109107069487976,45.165961211056455,45.127963417297785,0.037997793758670184
26.323139298439507,50.220339839408076,58.58111420559179,45.605414734225896,49.99999999999998,-4.394585265774083
19.866342430640238,51.861278868509544,62.503599957087815,44.55087988872847,25.0,19.550879888728467
24.206971068066075,47.73801198866283,53.867094185793476,43.69018121689044,34.7625394975834,8.92764171930704
25.657676163528865,51.265431415898256,61.456864423492355,47.30595156615745,49.99999999999999,-2.6940484338425463
23.574523798322318,46.77577521352823,64.08413013297236,46.949123701263446,28.252829120666743,18.696294580596703
29.24241671766256,50.94502279403993,52.77081862721164,44.103656643898496,49.999999999999964,-5.896343356101468
23.02505618849056,48.830931419668474,61.727378255543094,44.580095002059274,33.95596554735522,10.624129454704054
24.913250290035418,49.60214720962129,58.98775580815026,45.242606635829794,45.148722764689566,0.09388387114022834
25.96309077833917,55.785186481998586,61.225764944248894,49.117220847301624,50.0,-0.8827791526983759
28.492711117743795,55.621052030816394,63.481197853624785,49.62492586618949,49.999999999999986,-0.37507413381049304
22.64729417776658,54.44675278260838,60.671054769149166,45.90124470666438,41.19067503312977,4.710569673534607
27.754513371466867,49.616575842628365,60.43704553972223,47.18550553933165,49.999999999999986,-2.8144944606683353
25.358147194997514,52.22038008798298,63.786425101219976,48.35265908660402,49.648758879013016,-1.2960997924089952
23.28450111581597,57.08686173574546,59.80040139049907,46.84394134562897,47.0394191732474,-0.1954778276184328
26.081919116790374,54.152510492258195,60.29489651060103,48.92949168622619,49.99999999999998,-1.0705083137737859
25.46639592501416,60.966923132847455,67.83336110919973,53.546895072599746,49.99999999999995,3.5468950725997956
23.778791911615794,55.472201885703576,60.986845889720215,47.75286859193003,44.685585909695114,3.067282682234918
25.030177824772913,55.15340383651053,68.70154058546771,50.26047492005243,47.76709368337694,2.4933812366754893
24.031707333942464,53.9365643826227,68.32867780219514,49.836799065006275,43.36157973125713,6.475219333749145
24.941556936945737,55.552797589259924,60.004508094627134,46.84323547491957,47.79131546128155,-0.9480799863619822
25.95141205451834,54.98458466600308,64.6139540021391,49.19347516256254,50.000000000000014,-0.8065248374374718
27.712267361669902,57.85765184849578,72.50384622201128,51.055511269893486,50.00000000000002,1.055511269893465
21.97815407318776,58.89623065836271,64.19233255163243,50.28609389629408,49.99999999999995,0.2860938962941333
28.633885157764034,53.96237313347673,66.63503414083759,48.60413182052932,50.00000000000002,-1.3958681794707033
20.37817174548755,52.62223382535997,70.70231101724407,49.876458187392466,24.999999999999982,24.876458187392483
23.89381521291919,51.40423433100122,72.33450388137422,49.10006936672206,40.729071222923494,8.370998143798566
25.289580440142444,58.7350218079015,68.52682655805086,51.42726384068742,50.00000000000003,1.427263840687388
24.591026313215323,54.20037781492955,67.45986464598275,48.66768450764673,45.85273402332428,2.814950484322452
22.700289290930492,51.352420712170314,75.84091814143319,49.81529164065516,37.49999999999997,12.31529164065519
23.446651973904295,59.27858064783328,77.3929173019204,55.38183438702876,49.999999999999964,5.381834387028796
22.79467824054942,65.89468546975203,74.62272424046078,53.0952862756688,50.00000000000005,3.095286275668748
22.520322731349534,58.70135808798548,71.30238837763632,52.90432195397813,49.99999999999997,2.9043219539781617
